<<<<<<< HEAD
offensive,class,tokenized,clean_tweet
Yes,1,"['bodi', 'count', 'mine', 'hoe', 'j']",body count mine hoe js
No,2,"['chink', 'that', 'better', 'rug', 'rat', 'run', 'around', 'yah', 'crib', 'girl', 'enjoy', 'life', 'lol']",chink thats better rug rats running around yah crib girl enjoy life lol
No,2,"['goh', 'anoniemeaso', 'meet', 'heeft', 'weer', 'pauzenog', 'steed', 'niet', 'bij', 'hoofdstukho', 'haal', 'ik', 'mn', 'id']",goh anoniemeaso meeting heeft weer pauzenog steeds niet bij hoofdstukhoe haal ik mn id
No,2,"['photo', 'check', 'background', 'spook', 'httptcohxwghjazi']",photo check background spooks httptcohxwghjazy
No,2,"['eat', 'dat', 'chicken', 'love', 'box', 'babi', 'lovin', 'white', 'woman', 'eatin', 'chicken', 'color', 'man', 'dream']",eat dat chicken love box baby lovin white woman eatin chicken colored mans dream
No,2,"['alexand', 'skarsgard', 'roommat', 'declar', 'he', 'sexi', 'albino', 'lizard', 'dont', 'know', 'that', 'sexi', 'kinda']",alexander skarsgard roommate declared hes sexy albino lizard dont know thats sexy kinda
Yes,1,"['bitch', 'lyinggggg']",bitch lyinggggg
Yes,1,"['girl', 'would', 'amp', 'singl', 'bc', 'dnt', 'fuck', 'broke', 'bitch', 'get', 'money']", girl would amp single bc dnt fuck broke bitches get money
Yes,1,"['new', 'bos', 'said', 'button', 'shirt', 'cant', 'white', 'color', 'hoe', 'sharpi', 'glossi']",new boss said buttons shirt cant white colored hoes sharpie glossy
No,2,"['jsu', 'coach', 'omar', 'johnson', 'u', 'ball', 'u', 'throw', 'hit', 'catch', 'doesnt', 'matter', 'yanke']", jsu coach omar johnson u ball u throw hit catch doesnt matter yankees
Yes,1,"['fan', 'go', 'bitch', 'blow', 'win', 'week']", fans going bitch blow win week
No,2,"['jihadi', 'brag', 'massiv', 'bomb', 'sadr', 'citi', 'baghdad']",jihadis bragging massive bombing sadr city baghdad
No,2,"['darn', 'trash', 'man', 'beat', 'good', 'stuff', 'httptcovddjqlmg']", darn trash man beat good stuff httptcovddjqlmg
Yes,1,"['bitch', 'better', 'play', 'w', 'c', 'k']", bitch better play w c k
Yes,1,"['hate', 'bitch', 'that', 'alway', 'mess']",hate bitch thats always mess
Yes,1,"['surpris', 'stupid', 'bitch', 'fonda', 'troop', 'vietnam']", surprised stupid bitch fonda troops vietnam
Yes,1,"['entir', 'school', 'dont', 'talk', 'much', 'beau', 'your', 'cunt']", entire school dont talk much beause youre cunts
No,2,"['edm', 'music', 'trash', 'af', 'annoy']", edm music trash af annoying
Yes,1,"['hoe', 'without', 'sex', 'ask', 'girl', 'text', 'alotta', 'nigga', 'time']",hoe without sex ask girls texting alotta niggas time
Yes,1,['bitch'],bitch
Yes,1,"['ype', 'pipe', 'put', 'rhianna', 'sleep', 'excus', 'bitch', 'mind', 'week']",ype pipe put rhianna sleep excuse bitch mind week
Yes,1,"['real', 'bitch', 'realli', 'hungri', 'wont', 'argu', 'bitch', 'twitter', 'straight', 'flexin']", real bitches really hungry wont arguing bitches twitter straight flexin
No,2,"['yesterday', 'saw', 'red', 'hair', 'streak', 'orang', 'yellow', 'comb', 'like', 'woodi', 'wood', 'pecker', 'httptcoohikafin']",yesterday saw red hair streaks orange yellow combed like woody wood pecker httptcoohikafin
No,2,"['crook', 'number', 'follow', 'shut', 'frame', 'love']", crooked number followed shut frame love
Yes,1,"['lmao', 'bitch', 'come', 'scoot', 'tent', 'like', 'fuck', 'shit']", lmao bitch come scooting tent like fuck shit
No,2,"['august', 'trash']",august trash
Yes,1,"['dont', 'like', 'girl', 'thatv', 'around', 'nigga', 'realli', 'cuffin', 'commun', 'pussi']", dont like girls thatve around niggas really cuffin community pussy
No,2,"['drink', 'last', 'drop', 'wash', 'teapot']", drinking last drop washing teapot
No,2,"['post', 'photo', 'yanke', 'stadium', 'httptcoyfluxh']",posted photo yankee stadium httptcoyfluxh
Yes,1,"['ur', 'weird', 'racist', 'bitch']",ur weird racist bitch
Yes,1,"['agre', 'eat', 'pussi', 'much', 'betterthey', 'nasti']",agreed eating pussy much betterthey nasty
Yes,1,"['shit', 'joel', 'went', 'swore', 'kid', 'kid', 'fuck', 'snitch', 'nigga', 'pussi', 'rat', 'amp', 'got']",shit joel went swore kid kid fucking snitch nigga pussy ratted amp got
No,2,"['dont', 'know', 'told', 'love', 'project', 'hoe']",dont know told love project hoes
No,2,"['cant', 'believ', 'cop', 'shot', 'fine', 'young', 'man', 'goe', 'cure', 'cancer', 'httptcoleb']", cant believe cops shot fine young man goes cure cancer httptcoleb
Yes,1,"['hbic', 'head', 'bitch', 'charg', 'lol']",hbic head bitch charge lol
Yes,1,"['hoe', 'got', 'school', 'shirt', 'suck', 'dick']", hoe got school shirt sucking dick
No,2,"['look', 'like', 'took', 'red', 'marker', 'color', 'leg']",looks like took red marker colored leg
Yes,1,"['pussi', 'whip', 'without', 'get', 'pussi', 'lmao', 'got', 'ta', 'snap']",pussy whipped without getting pussy lmao gotta snap
Yes,1,"['sadboy', 'bitch', 'worldwide']",sadboy bitch worldwidee
Yes,1,"['mean', 'bitch', 'as', 'pussi']",mean bitch ass pussy
Yes,1,"['hoe', 'aint', 'loyal', 'nigga', 'aint', 'either']",hoes aint loyal niggas aint either
Yes,1,"['bitch', 'aint', 'shit', 'forgot', 'mention']",bitches aint shit forgot mention
Yes,1,"['someon', 'need', 'give', 'bitch', 'gatoraid', 'ten']",someone needs give bitches gatoraide ten
Yes,1,"['aint', 'cut', 'hair', 'u', 'hoe', 'hc']",aint cutting hair u hoes hc
No,2,"['aid', 'nicki', 'wig', 'closet', 'summer', 'bad', 'gal', 'wan', 'na', 'fun', 'httptcopanscimew', 'bitch', 'nerv', 'smh']",aided nickis wig closet summer bad gals wanna fun httptcopanscimew bitch nerve smh
Yes,1,"['dont', 'talk', 'hoe', 'way']",dont talk hoe way
No,2,"['help', 'elimin', 'fake', 'injuri', 'amp', 'dive', 'post', 'game', 'video', 'review', 'dive', 'amp', 'give', 'diver', 'yellow', 'card', 'game']", help eliminate faking injury amp diving post game video review dives amp give divers yellow cards game
No,2,"['know', 'feelwaitno', 'dont', 'perfect', 'week', 'would', 'yank', 'get', 'lee']",know feelwaitno dont perfect week would yanks getting lee
No,2,"['hand', 'brew', 'ill', 'chug']",hand brew ill chug
Yes,1,"['alentless', 'skag', 'wardrob', 'malfunct']",alentless skag wardrobe malfunction
No,2,"['solid', 'invest', 'min', 'cue', 'frank', 'yanke', 'wow']",solid investment mins cue frank yankees wow
Yes,1,"['boy', 'sure', 'come', 'wit', 'crazi', 'name', 'day', 'never', 'talk', 'faggot']",boys sure come wit crazy names day never talked faggots
No,2,"['well', 'there', 'differ', 'erick', 'erickson', 'ive', 'alway', 'understood', 'obama', 'muslim', 'jihadi', 'sympath', 'httpst']", well theres difference erick erickson ive always understood obama muslim jihadi sympathizer httpst
No,2,"['hree', 'littl', 'bird']",hree little birds
No,2,"['wan', 'na', 'tri', 'pot', 'browni']",wanna try pot brownies
Yes,1,"['yo', 'bitch', 'fun']",yo bitch fun
Yes,1,"['dont', 'respect', 'money', 'respect', 'real', 'nicca']",dont respect money respect real niccas
Yes,1,"['would', 'happi', 'mani', 'bitch', 'would', 'humbl', 'rt', 'would', 'feel', 'discontinu', 'sale', 'weav']", would happy many bitches would humbled rt would feel discontinued sale weave
Yes,1,"['next', 'sunday', 'faggot']",next sunday faggot
Yes,1,"['ealli', 'hold', 'phone', 'convo', 'hous', 'trash', 'as', 'servic']",eally hold phone convos house trash ass service
No,2,"['free', 'wop']",free wop
No,2,"['face', 'ugli', 'amp', 'nude', 'trash']",face ugly amp nudes trash
No,2,"['whip', 'httpstcoucvhrjatv']", whipped httpstcoucvhrjatv
Yes,1,"['ej', 'wan', 'na', 'michael', 'sam', 'bitch', 'bad']",ej wanna michael sam bitch bad
Yes,1,"['pussi', 'wet', 'got', 'ta', 'dri', 'outsidestop', 'tell', 'busi']", pussy wet gotta dry outsidestop telling business
Yes,1,"['band', 'make', 'danc', 'stamp', 'make', 'twerk', 'romney', 'becom', 'presid', 'hoe', 'work']",bands make dance stamps make twerk romney becomes president hoes work
Yes,1,"['gt', 'bitch']", gt bitches
No,2,"['make', 'browni']",making brownies
No,2,"['dont', 'need', 'tanaka', 'beltran', 'big', 'name', 'player']",dont need tanaka beltran big name players
No,2,"['wish', 'spend', 'go', 'filthi', 'theatr', 'watch', 'fuzzi', 'screen', 'bad', 'sound']",wish spend go filthy theatre watch fuzzy screen bad sound
No,2,"['boooooooo', 'trash']",boooooooo trash
Yes,1,"['even', 'get', 'pregnant', 'someon', 'isnt', 'never', 'fit', 'dad', 'smh', 'stupid', 'stupid', 'hoe']",even get pregnant someone isnt never fit dad smh stupid stupid hoes
Yes,1,"['aye', 'lot', 'nigga', 'cant', 'fuck', 'bad', 'bitch', 'unless', 'get', 'drunk', 'smh']",aye lot niggas cant fuck bad bitch unless get drunk smh
No,2,"['nicknam', 'lux', 'coach', 'k', 'without', 'would', 'never', 'heard', 'duke', 'lol', 'charli']",nicknamed lux coach k without would never heard duke lol charlie
Yes,1,"['hairi', 'pussi', 'httptcodoibskt']",hairy pussy httptcodoibskt
No,2,"['get', 'hope', 'caus', 'stunk', 'last', 'night']",getting hope cause stunk last night
No,2,"['congratul', 'reinforc', 'stereotyp', 'insecur', 'uneduc', 'uncivil', 'ba']", congratulations reinforcing stereotype insecure uneducated uncivilized ba
Yes,1,"['bro', 'ho', 'bro', 'without', 'ho']",bros hos bros without hos
Yes,1,"['bitch', 'cant', 'respect', 'nigga', 'wit', 'paper', 'fresh', 'pair', 'bball', 'short', 'rais', 'terribl']", bitch cant respect nigga wit paper fresh pair bball shorts raised terribly
Yes,1,"['bitch', 'tweet', 'answer']",bitch tweet answer
Yes,1,"['wtf', 'watch', 'bgc', 'hat', 'watch', 'ugli', 'as', 'ghetto', 'hoe', 'put', 'famili', 'name', 'shame']",wtf watching bgc hat watching ugly ass ghetto hoes put family name shame
Yes,1,"['bruh', 'look', 'like', 'niggah', 'dick', 'slap', 'babi']",bruh look like niggah dick slapped baby
Yes,1,"['dad', 'told', 'dad', 'text', 'one', 'friend', 'say', 'hashtag', 'pussi', 'hahahaha', 'im', 'done']",dad told dad text one friends say hashtag pussy hahahaha im done
Yes,1,"['know', 'favorit', 'tweet', 'tryna', 'cheat', 'as', 'bitch', 'haha']",know favorite tweet tryna cheat ass bitch haha
Yes,1,"['sound', 'like', 'hoe']",sounds like hoe
No,2,"['yeahbut', 'crippl', 'get', 'clean', 'help', 'call', 'outwouldnt', 'fair', 'either', 'way']",yeahbut cripple getting clean helped call outwouldnt fair either way
Yes,1,"['call', 'fat', 'ami', 'twig', 'bitch', 'like', 'dont', 'call', 'behind', 'back']", call fat amy twig bitches like dont call behind back
Yes,1,"['yall', 'fuckin', 'trash', 'yo', 'man', 'nigga', 'gon', 'na', 'win', 'skin', 'trash']",yall fuckin trash yo man niggas gonna win skins trash
Yes,1,"['ugli', 'white', 'bitch']",ugly white bitch
No,2,"['much', 'go', 'hypocrisi', 'doesnt', 'sit', 'well', 'redneck', 'famili', 'central', 'illinoi', 'black', 'bieber']",much going hypocrisy doesnt sit well redneck family central illinois black bieber
No,2,"['watch', 'llewyn', 'davi', 'doc', 'warm', 'fuzzi', 'abound']",watched llewyn davis doc warm fuzzies abound
Yes,1,"['big', 'booti', 'hoe']", big booty hoe
No,2,"['wait', 'take', 'ny', 'get', 'nip', 'pierc']", waiting take ny get nips pierced
No,2,"['took', 'pictur', 'ate', 'browni', 'made', 'he', 'new', 'homi', 'httptcoczeo']", took pictures ate brownies made hes new homie httptcoczeo
Yes,1,"['fuck', 'candi', 'eat', 'pussi']", fuck candy eat pussy
No,2,"['john', 'kerri', 'caught', 'appear', 'mock', 'israel', 'pinpoint', 'oper', 'gaza', 'httptcoyqfrlzsr', 'httptco']", john kerry caught appearing mock israels pinpoint operation gaza httptcoyqfrlzsr httptco
Yes,1,"['um', 'fuck', 'bitch', 'done', 'xavier', 'hope', 'respect', 'girl', 'bc', 'alon', 'dont', 'want']",um fuck bitch done xavier hopefully respect girls bc alone dont want
No,2,"['kissin', 'small', 'lip', 'trash', 'lol', 'yes']", kissin small lips trash lol yessssss
Yes,1,"['peopl', 'act', 'like', 'didnt', 'know', 'hoe', 'allen', 'go', 'cav', 'month', 'ago']",people acting like didnt know hoe allen going cavs months ago
Yes,1,"['wonder', 'bitch', 'dead', 'yet']",wonder bitch dead yet
Yes,1,"['good', 'girl', 'take', 'month', 'move', 'hoe', 'jump', 'nigga', 'nigga', 'dont', 'argu', 'scien']", good girls take months move hoes jump nigga nigga dont argue scien
Yes,1,"['look', 'yall', 'bitch', 'child', 'support', 'keep', 'get', 'pregnant', 'as', 'bitch']", look yall bitches child support keep getting pregnant ass bitches
Yes,1,"['seem', 'like', 'weak', 'faggot', 'probabl', 'yea']",seems like weak faggot probably yea
No,2,"['much', 'team', 'beat', 'trash']",much team beat trash
Yes,1,"['hate', 'peopl', 'ask', 'tryna', 'look', 'good', 'bitch', 'bye']", hate people ask tryna look good bitch bye
No,2,"['need', 'monkey', 'bar', 'tricycl']",need monkey bars tricycle
Yes,1,"['burn', 'forev', 'bitch']", burn forever bitch
Yes,1,"['promis', 'love', 'obeyand', 'hit', 'daygirl', 'say', 'genuinelyfuck', 'bitch', 'sayi']",promise love obeyand hit daygirl say genuinelyfuck bitch sayy
No,2,"['doubl', 'stuff', 'oreo', 'mane', 'say']",double stuff oreos mane say
Yes,1,"['son', 'sammich', 'famili', 'bitch', 'know', 'joey', 'love', 'sammich']",son sammich family bitch know joey love sammiches
Yes,1,"['bad', 'foreign', 'bitch', 'walkin', 'ferrari']",bad foreign bitch walkin ferrari
Yes,1,"['victoria', 'real', 'secret', 'five', 'nippl', 'sideway', 'vagina']", victorias real secret five nipples sideways vagina
Yes,1,"['fuck', 'school', 'bore', 'ghetto']",fuck school boring ghetto
No,2,"['im', 'get', 'sleepi', 'phone', 'act', 'retard']",im getting sleepy phone acting retarded
No,2,"['cracker', 'jack', 'work', 'cdc', 'ya', 'think', 'check', 'plane', 'full', 'peopl']",cracker jack work cdc ya think checking plane full people
No,2,"['cracker', 'leav', 'parch', 'asf']",crackers leave parched asf
No,2,"['love', 'day', 'timer', 'alway', 'come', 'colour', 'map', 'distanc', 'chart', 'make', 'feel', 'far', 'import', 'actual']",loves day timers always come coloured maps distance charts makes feel far important actually
No,2,"['bill', 'maher', 'mock', 'gullibl', 'america', 'miss', 'real', 'enemi', 'httptcoapnsvguf']", bill maher mocks gullible america missing real enemy httptcoapnsvguf
No,2,"['pack', 'head', 'nyc', 'plea', 'enjoy', 'call', 'hick', 'year', 'come', 'home', 'humbl']",pack head nyc please enjoy called hick years come home humbled
Yes,1,"['httptcozlzgsjbbh', 'nooo', 'nut', 'bitch']", httptcozlzgsjbbh nooo nuts bitch
No,2,"['where', 'part', 'fat', 'ami', 'goe', 'err', 'wop', 'wobn', 'wefo']",wheres part fat amy goes err wop wobn wefo
No,2,"['bird', 'word']",bird word
No,2,"['lol', 'true', 'want', 'fri', 'oreo']",lol true want fried oreos
No,2,"['report', 'aerosol', 'viru', 'turn', 'ape', 'intellig', 'seem', 'like', 'kind', 'day']", reports aerosolized virus turns apes intelligent seems like kind day
No,2,"['mannnn', 'tonight', 'feel', 'like', 'trash']",mannnn tonight feels like trash
No,2,"['dear', 'mr', 'scienc', 'human', 'better', 'come', 'cant', 'bird', 'oh', 'im', 'sorri', 'logic']", dear mr science human better come cant bird oh im sorry logic
Yes,1,"['queer', 'gnarl', 'charl', 'wasnt']",queer gnarles charles wasnt
No,2,"['rememb', 'yanke', 'boston', 'crowd', 'cheer', 'usa', 'instead', 'yanke', 'suck', 'love', 'baseba']", remember yankees boston crowd cheering usa instead yankees suck love baseba
No,2,"['ape', 'cannib', 'wont', 'recogn', 'origin', 'version', 'fairi', 'tale', 'httptcoprnjefaoi', 'man', 'wtf']",ape cannibalism wont recognize original versions fairy tales httptcoprnjefaoi man wtf
Yes,1,"['fli', 'nicca', 'parachut']",fly nicca parachute
Yes,1,"['bitch', 'uggo', 'fuck']",bitches uggo fuck
No,2,"['oh', 'forgot', 'live', 'ghetto']",oh forgot lived ghetto
Yes,1,"['westsid', 'im', 'screamin', 'fuck', 'kd', 'bitch']",westside im screamin fuck kd bitch
Yes,1,"['peak', 'war', 'w', 'join', 'texa', 'natl', 'guard', 'get', 'outta', 'nam', 'fact', 'bitch', 'httptcotnszmmz']",peak war w joins texas natl guard get outta nam facts bitch httptcotnszmmz
Yes,1,"['im', 'order', 'real', 'nicca', 'got', 'ta', 'real', 'nicca']",im order real nicca gotta real nicca
No,2,"['laker', 'kobe', 'trash']",lakers kobe trash
No,2,"['ho', 'ho', 'ho']",ho ho ho
Yes,1,"['like', 'call', 'mcsulli', 'like', 'bad', 'bitch', 'pour', 'honey', 'silki', 'bodi', 'even']",like call mcsully like bad bitches pour honey silky body even
No,2,"['wan', 'na', 'gim', 'me', 'babi', 'look', 'coolieit', 'might', 'could', 'work', 'lol']",wanna gimme baby look coolieit might could work lol
No,2,"['shine', 'light', 'pinstrip', 'honor', 'derek', 'jeter', 'httptcofppgmb']", shines lights pinstripes honor derek jeter httptcofppgmb
Yes,1,"['gullibl', 'one', 'rt', 'peopl', 'go', 'colleg', 'intent', 'hoe', 'k']",gullible ones rt people go college intentions hoe k
No,2,"['also', 'nack', 'autocorrect', 'chang', 'im', 'put', 'phone', 'trash', 'go', 'sleep']",also nack autocorrect changed im putting phone trash going sleep
No,2,"['hahaha', 'chunki', 'goalkeep', 'make', 'save', 'stomach']",hahaha chunky goalkeeper makes save stomach
Yes,1,"['hahahaha', 'miss', 'shit', 'hoe', 'texan']", hahahaha missed shit hoe texans
No,2,"['camel', 'ostrich', 'zebra', 'see', 'race']",camels ostriches zebras see races
Yes,1,"['wish', 'ya', 'nigha', 'stress', 'ya', 'kid', 'like', 'ya', 'stress', 'lame', 'bitch']",wish ya nighas stressed ya kids like ya stress lame bitches
No,2,"['leav', 'whine', 'infrastructur', 'r', 'one', 'wont', 'pay', 'wait', 'god', 'fix']",leave whine infrastructure r ones wont pay waiting god fix
No,2,"['colt', 'mccoy', 'win', 'he', 'still', 'trash']",colt mccoy wins hes still trash
No,2,"['your', 'play', 'flappi', 'bird', 'nation', 'suicid', 'prevent', 'lifelin', 'rt', 'save', 'live']", youre playing flappy bird national suicide prevention lifeline rt save lives
No,2,"['babi', 'monkey', 'snow', 'im', 'cri', 'httptcogmkdbjajq']", baby monkey snow im crying httptcogmkdbjajq
No,2,"['charli', 'xcx', 'bae']",charlie xcx bae
No,2,['trash'], trash
No,2,"['need', 'spanish', 'woman', 'dont', 'ghetto', 'name', 'cook', 'u', 'till', 'casket', 'curvi']",need spanish woman dont ghetto names cook u till casket curvy
Yes,1,"['girl', 'talk', 'hate', 'sleep', 'alon', 'well', 'bitch', 'better', 'buy', 'damn', 'teddi', 'bear']",girls talking hate sleeping alone well bitch better buy damn teddy bear
Yes,1,"['sza', 'freckl', 'pussi']",sza freckles pussy
No,2,"['much', 'coke', 'charli', 'sheen', 'enough', 'kill', 'two', 'half', 'men', 'guess']", much coke charlie sheen enough kill two half men guess
Yes,1,"['wonder', 'sue', 'bitch', 'wast', 'mf', 'time']", wonder sue bitch wasting mf time
Yes,1,"['ime', 'year', 'ill', 'bitch', 'cabl', 'hocu', 'pocu', 'come']",ime year ill bitch cable hocus pocus comes
Yes,1,"['told', 'home', 'girl', 'bitch', 'bet', 'chang', 'mee']", told home girl bitch bet change mee
Yes,1,"['catch', 'jet', 'hoe']",catch jet hoe
No,2,"['wife', 'sort', 'bootscootin', 'sing', 'littl', 'le', 'talk', 'lot', 'actionwher', 'ho']", wifes sort bootscootin singing little less talk lot actionwhere ho
No,2,"['yank', 'wont', 'make', 'playoff', 'aint', 'al', 'basement', 'that', 'red', 'sox', 'positionhttptcofhxndzhi']",yanks wont make playoffs aint al basement thats red sox positionhttptcofhxndzhy
Yes,1,"['one', 'best', 'time', 'gt', 'anybodi', 'seen', 'late', 'believ', 'he', 'dress']",one best time gt anybody seen lately believe hes dressed
No,2,"['om', 'bradi', 'slowli', 'becom', 'wash', 'nah', 'weapon', 'trash']",om brady slowly becoming washed nah weapons trash
Yes,1,"['hank', 'nigga', 'coco', 'smell', 'good', 'hoe', 'haha', 'finna', 'pull', 'allllllll', 'hoe', 'come', 'smell', 'nigga']",hanks nigga coco smell good hoe haha finna pull allllllll hoes come smell nigga
No,2,"['friday', 'pm', 'vivek', 'balk', 'bengali', 'harlem', 'amp', 'lost', 'histori', 'south', 'asian', 'america', 'httptcoveyaqnaidg']", friday pm vivek balk bengali harlem amp lost histories south asian america httptcoveyaqnaidg
Yes,1,"['hoe', 'hoe']",hoes hoes
Yes,1,"['everyon', 'stare', 'like', 'what', 'bitch']",everyone staring like whats bitch
No,2,"['realli', 'what', 'concern', 'right', 'mt', 'look', 'forwd', 'speak', 'john', 'kerri', 'tomorrow', 'abo']", really whats concerning right mt looking forwd speaking john kerry tomorrow abo
Yes,1,"['met', 'foreign', 'bitch', 'wesley', 'better', 'call']",met foreign bitch wesley better call
No,2,"['im', 'even', 'ghetto']", im even ghetto
No,2,"['made', 'sweet', 'amp', 'spici', 'drunken', 'noodl', 'handmad', 'handcut', 'ho', 'fun', 'noodl', 'marin', 'chickenshrimp', 'back', 'hurt']",made sweet amp spicy drunken noodles handmade handcut ho fun noodles marinated chickenshrimp back hurting
Yes,1,"['imber', 'nigger']",imber nigger
No,2,"['haha', 'oreo', 'lol', 'well', 'gota', 'dee', 'video', 'danc', 'soon', 'show', 'use', 'equip', 'x']", haha oreo lol well gota dees video dance soon show use equipment x
Yes,1,"['aint', 'kj', 'amp', 'mello', 'rt', 'who', 'daddi', 'fuck', 'nicca']",aint kj amp mellos rt whos daddy fuck nicca
No,2,"['meanwhil', 'texa', 'yearold', 'man', 'face', 'year', 'life', 'prison', 'worth', 'pot', 'browni', 'httptcof']", meanwhile texas yearold man facing years life prison worth pot brownies httptcof
Yes,1,"['see', 'hoe', 'hurrrr']",see hoes hurrrr
Yes,1,"['yall', 'still', 'go', 'trick', 'treat', 'year', 'nahhel', 'yeah', 'ima', 'da', 'sweet', 'tooth', 'bandit', 'steal', 'bitch', 'bag', 'n', 'shit']",yall still going trick treating year nahhell yeah ima da sweet tooth bandit steal bitches bags n shit
Yes,1,['pussi'],pussy
No,2,"['shakespear', 'birthday', 'take', 'look', 'shakespearean', 'trash', 'talk', 'httptcojsyuffaib']", shakespeares birthday take look shakespearean trash talk httptcojsyuffaib
Yes,1,"['yo', 'homegirl', 'fat', 'got', 'mustach', 'need', 'yass', 'bitch']",yo homegirl fat got mustache need yass bitch
Yes,1,"['lmfao', 'rt', 'eat', 'pussi', 'rt', 'rt', 'realli', 'want', 'brace', 'way']",lmfao rt eating pussy rt rt really want braces way
Yes,1,"['bitch', 'im', 'bitch', 'im', 'griiind', 'thug', 'luuuuuuv']",bitch im bitch im griiind thug luuuuuuv
Yes,1,"['everi', 'time', 'black', 'woman', 'say', 'oh', 'bitch', 'smile']", every time black woman says oh bitch smile
No,2,"['song', 'pollo', 'hermano', 'heisenberg']",song pollo hermanos heisenberg
Yes,1,"['love', 'loyal', 'one', 'person', 'fuck', 'hoe']", love loyal one person fuck hoes
Yes,1,"['next', 'call', 'immigr', 'w', 'id', 'sex', 'review', 'amp', 'ad', 'bitch', 'warn', 'lie', 'fact', 'amp']", next call immigration w id sex reviews amp ad bitch warned lie facts amp
Yes,1,"['awww', 'meat', 'meat', 'feelinsi', 'ainn', 'n', 'feel', 'bitch']",awww meat meat feelinsi ainn n feelings bitch
No,2,"['got', 'redskin', 'fake', 'injuri']",got redskins faking injuries
Yes,1,"['nigga', 'futur', 'alway', 'hoe']", nigga future always hoes
Yes,1,"['exist', 'contribut', 'contribut', 'thing', 'enjoy', 'often', 'queer', 'person', 'behind', 'product']",exist contribute contribute things enjoy often queer person behind products
Yes,1,"['im', 'bitch', 'as', 'elf']",im bitch ass elf
No,2,"['what', 'go', 'pick', 'httptcoabamgsk', 'di', 'make', 'color', 'folk', 'happi']",whats going pick httptcoabamgsk dis make colored folk happy
Yes,1,"['pete', 'carrol', 'prolli', 'got', 'hoe', 'line', 'player', 'game', 'bruh']", pete carroll prolly got hoes lined players game bruh
No,2,"['world', 'seri', 'rematch']",world series rematch
No,2,"['una', 'good', 'rest', 'trash', 'rt', 'can', 'spam', 'rt', 'struggl', 'food', 'meat', 'tuna', 'includ']",una good rest trash rt cans spam rt struggle food meat tuna included
No,2,"['amo', 'two', 'walk', 'togeth', 'except', 'agre']",amos two walk together except agreed
Yes,1,"['ungrat', 'shit', 'lol', 'rt', 'send', 'uber', 'new', 'way', 'tryna', 'pay', 'pussi', 'cuz', 'lol', 'pl', 'dont']",ungrateful shit lol rt sending uber new way tryna pay pussy cuz lol pls dont
Yes,1,"['wait', 'bitchkeep', 'simpl', 'never', 'basic']",wait bitchkeep simple never basic
Yes,1,"['kirk', 'hinrich', 'go', 'fuck', 'dumb', 'bitch']",kirk hinrich going fucking dumb bitch
Yes,1,"['order', 'chocol', 'chip', 'cooki', 'amp', 'bitch', 'gave', 'fri', 'smh', 'couldnt', 'even', 'take', 'shit', 'back', 'gon', 'late', 'work']",ordered chocolate chip cookies amp bitch gave fries smh couldnt even take shit back gon late work
Yes,1,"['bout', 'bitch', 'got', 'togeth', 'thought', 'reason', 'make', 'boyfriend', 'claim']", bout bitches got together thought reason make boyfriend claim
Yes,1,"['grown', 'matur', 'pretti', 'ampetc', 'goe', 'window', 'bitch', 'play']",grown mature pretty ampetc goes window bitch play
Yes,1,"['bitch', 'better', 'tri', 'fuck', 'girl', 'caus', 'go']", bitch better try fuck girl cause go
No,2,"['make', 'weed', 'browni', 'tonight', 'goin', 'slide', 'batch', 'relo']",making weed brownies tonight goin slide batch relo
No,2,"['straight', 'nation', 'soccer', 'champion', 'wow']",straight nation soccer champions wow
No,2,"['captcha', 'pictur', 'get', 'fuzzi', 'im', 'go', 'need', 'bot', 'deciph']", captcha pictures get fuzzy im going need bot decipher
Yes,1,"['dont', 'shit', 'talk', 'chip', 'talk', 'dese', 'niggaz', 'ju', 'bitch', 'talk', 'dese', 'niggaz', 'ju', 'chik', 'stalk', 'naw', 'aint', 'got', 'chik', 'httptcoxyljemn']",dont shit talk chip talk dese niggaz jus bitch talk dese niggaz jus chik stalk naw aint got chik httptcoxyljemn
Yes,1,"['fuckin', 'skyler', 'white', 'bitch']", fuckin skyler white bitch
Yes,1,"['swear', 'god', 'log', 'later', 'im', 'post', 'score', 'everi', 'social', 'network', 'bitch', 'as', 'nigga']",swear god log later im posting score every social network bitch ass nigga
Yes,1,"['nigga', 'look', 'size', 'plu', 'get', 'hit', 'as', 'look', 'like', 'fight', 'life', 'ill', 'sneak', 'dat', 'bitch', 'run']",nigga look size plus get hit ass look like fighting life ill sneak dat bitch run
No,2,"['httptcojpwlaercu', 'via']",httptcojpwlaercu via
No,2,"['dani', 'alv', 'use', 'new', 'gray', 'hair', 'talk', 'yellow', 'card', 'tell', 'refere', 'humbl', 'senior']", dani alves uses new gray hair talk yellow card telling referee humble senior
No,2,"['cant', 'beat', 'score', 'flappi', 'bird']",cant beat score flappy bird
No,2,"['im', 'gon', 'na', 'nip', 'right', 'bud']",im gonna nip right bud
Yes,1,"['peopl', 'shoot', 'gun', 'around', 'late', 'fuck', 'got', 'think', 'tryna', 'shoot', 'black', 'as', 'jammin', 'jiggaboo', 'music']",people shooting guns around late fuck got thinking tryna shoot black ass jammin jiggaboo music
